id,election_id,upper_tier,lower_tier,current_council,election_date,year,ward_id,ward_name,candidate,party,vote,female,vacancies,rank,electorate,ballots_cast,turnout,vote_share,source,notes
man_0001,1945man1001,Manchester,Manchester,Manchester,01/11/1945,1945,man1001,All Saints,Evans F.,Lab,1261,0,1,,9772,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0002,1945man1001,Manchester,Manchester,Manchester,01/11/1945,1945,man1001,All Saints,Holberry A.,Con,1093,0,1,,9772,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0003,1945man1001,Manchester,Manchester,Manchester,01/11/1945,1945,man1001,All Saints,Phillips F.,Ind,31,0,1,,9772,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0004,1945man1002,Manchester,Manchester,Manchester,01/11/1945,1945,man1002,Ardwick,McGrath J.,Lab,2537,0,1,,12251,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0005,1945man1002,Manchester,Manchester,Manchester,01/11/1945,1945,man1002,Ardwick,Dobbins T.,Con,2362,0,1,,12251,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0006,1945man1003,Manchester,Manchester,Manchester,01/11/1945,1945,man1003,Beswick,Winstanley W.,Lab,3831,0,2,,14937,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0007,1945man1003,Manchester,Manchester,Manchester,01/11/1945,1945,man1003,Beswick,Farrell T.,Lab,3758,0,2,,14937,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0008,1945man1003,Manchester,Manchester,Manchester,01/11/1945,1945,man1003,Beswick,McGuiness J.,Con,1279,0,2,,14937,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0009,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Cruse E.,Lab,3898,1,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0010,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Prain R.,Lab,3821,0,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0011,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Chadwick P.,Con,3637,0,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0012,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Bryant G.,Con,3426,0,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0013,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Culley J.,Lib,1358,0,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0014,1945man1004,Manchester,Manchester,Manchester,01/11/1945,1945,man1004,Blackley,Critchley S.,Lib,1246,0,2,,20137,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0015,1945man1005,Manchester,Manchester,Manchester,01/11/1945,1945,man1005,Bradford,Malcolm R.,Lab,4163,0,1,,17573,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0016,1945man1005,Manchester,Manchester,Manchester,01/11/1945,1945,man1005,Bradford,Griffiths E.,Con,1395,0,1,,17573,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0017,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Goldstone H.,Lab,3752,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0018,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Micklewright F.,Lab,3578,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0019,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Lorimer H.,Con,1753,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0020,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Goodfellow W.,Con,1748,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0021,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Needoff S.,Lib,1465,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0022,1945man1006,Manchester,Manchester,Manchester,01/11/1945,1945,man1006,Cheetham,Phelan R.,Lib,784,0,2,,15733,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0023,1945man1007,Manchester,Manchester,Manchester,01/11/1945,1945,man1007,Chorlton Cum Hardy,Whittaker M.,Con,6981,1,2,,33014,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0024,1945man1007,Manchester,Manchester,Manchester,01/11/1945,1945,man1007,Chorlton Cum Hardy,Turley R.,Con,6979,0,2,,33014,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0025,1945man1007,Manchester,Manchester,Manchester,01/11/1945,1945,man1007,Chorlton Cum Hardy,Kelsall F.,Lab,3453,1,2,,33014,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0026,1945man1007,Manchester,Manchester,Manchester,01/11/1945,1945,man1007,Chorlton Cum Hardy,Brightman W.,Lab,3280,0,2,,33014,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0027,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Langton B.,Lab,1237,0,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0028,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Finkel R.,Lab,1174,1,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0029,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Fidler M.,Lib,590,0,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0030,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Fitzsimmons G.,Con,555,0,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0031,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Less A.,Con,526,0,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0032,1945man1008,Manchester,Manchester,Manchester,01/11/1945,1945,man1008,Collegiate Church,Gouldman J.,Ind,295,0,2,,6189,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0033,1945man1009,Manchester,Manchester,Manchester,01/11/1945,1945,man1009,Collyhurst,Malcolm J.,Lab,1962,0,2,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0034,1945man1009,Manchester,Manchester,Manchester,01/11/1945,1945,man1009,Collyhurst,Tylecote M.,Lab,1925,1,2,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0035,1945man1009,Manchester,Manchester,Manchester,01/11/1945,1945,man1009,Collyhurst,Smith T.,Con,804,0,2,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0036,1945man1009,Manchester,Manchester,Manchester,01/11/1945,1945,man1009,Collyhurst,Wild S.,Comm,796,0,2,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0037,1945man1010,Manchester,Manchester,Manchester,01/11/1945,1945,man1010,Crumpsall,Jennings J.,Lab,3091,0,2,,18478,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0038,1945man1010,Manchester,Manchester,Manchester,01/11/1945,1945,man1010,Crumpsall,Roberts G.,Con,3032,0,2,,18478,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0039,1945man1010,Manchester,Manchester,Manchester,01/11/1945,1945,man1010,Crumpsall,Renshaw R.,Con,3021,0,2,,18478,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0040,1945man1010,Manchester,Manchester,Manchester,01/11/1945,1945,man1010,Crumpsall,Broderick H.,Lab,2986,0,2,,18478,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0041,1945man1010,Manchester,Manchester,Manchester,01/11/1945,1945,man1010,Crumpsall,Hughes C.,Lib,1824,0,2,,18478,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0042,1945man1011,Manchester,Manchester,Manchester,01/11/1945,1945,man1011,Didsbury,Hill E.,Con,5807,1,1,,23175,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0043,1945man1011,Manchester,Manchester,Manchester,01/11/1945,1945,man1011,Didsbury,Taylor F.,Lab,3494,0,1,,23175,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0044,1945man1012,Manchester,Manchester,Manchester,01/11/1945,1945,man1012,Exchange,Bird T.,Con,253,0,1,,401,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0045,1945man1012,Manchester,Manchester,Manchester,01/11/1945,1945,man1012,Exchange,Toner M.,Lib,32,0,1,,401,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0046,1945man1013,Manchester,Manchester,Manchester,01/11/1945,1945,man1013,Gorton North,Lord F.,Lab,4660,0,2,,15717,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0047,1945man1013,Manchester,Manchester,Manchester,01/11/1945,1945,man1013,Gorton North,Bentley C.,Lab,4610,0,2,,15717,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0048,1945man1013,Manchester,Manchester,Manchester,01/11/1945,1945,man1013,Gorton North,Parker C.,Con,1551,0,2,,15717,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0049,1945man1014,Manchester,Manchester,Manchester,01/11/1945,1945,man1014,Gorton South,Leslie G.,Lab,4417,0,2,,18917,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0050,1945man1014,Manchester,Manchester,Manchester,01/11/1945,1945,man1014,Gorton South,Kirkman E.,Lab,4388,0,2,,18917,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0051,1945man1014,Manchester,Manchester,Manchester,01/11/1945,1945,man1014,Gorton South,Fieldhouse R.,Con,1610,0,2,,18917,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0052,1945man1015,Manchester,Manchester,Manchester,01/11/1945,1945,man1015,Harpurhey,Hinderer H.,Lab,3408,0,1,,13155,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0053,1945man1015,Manchester,Manchester,Manchester,01/11/1945,1945,man1015,Harpurhey,Howarth C.,Con,2713,0,1,,13155,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0054,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Bowes J.,Con,3821,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0055,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Lodge O.,Con,3786,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0056,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,De  La Wyche C.,Lib,3721,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0057,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Bamber C.,Lab,2801,1,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0058,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Geliher M.,Lab,2754,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0059,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Wilson V.,Lab,2613,1,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0060,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Hatton F.,ILP,499,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0061,1945man1016,Manchester,Manchester,Manchester,01/11/1945,1945,man1016,Levenshulme,Kelly W.,ILP,323,0,3,,14924,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0062,1945man1017,Manchester,Manchester,Manchester,01/11/1945,1945,man1017,Longsight,Elliott E.,Con,4006,0,2,,18681,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0063,1945man1017,Manchester,Manchester,Manchester,01/11/1945,1945,man1017,Longsight,Sharp H.,Con,3892,0,2,,18681,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0064,1945man1017,Manchester,Manchester,Manchester,01/11/1945,1945,man1017,Longsight,Rock D.,Lab,3820,1,2,,18681,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0065,1945man1017,Manchester,Manchester,Manchester,01/11/1945,1945,man1017,Longsight,Whalley G.,Lab,3732,0,2,,18681,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0066,1945man1018,Manchester,Manchester,Manchester,01/11/1945,1945,man1018,Medlock Street,Littlemore A.,Lab,1611,0,1,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0067,1945man1018,Manchester,Manchester,Manchester,01/11/1945,1945,man1018,Medlock Street,Brewster C.,Con,991,1,1,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0068,1945man1018,Manchester,Manchester,Manchester,01/11/1945,1945,man1018,Medlock Street,Frere R.,Ind,266,0,1,,0,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0069,1945man1019,Manchester,Manchester,Manchester,01/11/1945,1945,man1019,Miles Platting,Irvine W.,Lab,2627,0,1,,10279,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0070,1945man1019,Manchester,Manchester,Manchester,01/11/1945,1945,man1019,Miles Platting,Ball A.,Con,1461,0,1,,10279,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0071,1945man1020,Manchester,Manchester,Manchester,01/11/1945,1945,man1020,Moss Side East,Knowles T.,Lab,1914,0,1,,11762,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0072,1945man1020,Manchester,Manchester,Manchester,01/11/1945,1945,man1020,Moss Side East,Ramsden H.,Con,1389,0,1,,11762,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0073,1945man1020,Manchester,Manchester,Manchester,01/11/1945,1945,man1020,Moss Side East,Edwards A.,Ind,423,1,1,,11762,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0074,1945man1021,Manchester,Manchester,Manchester,01/11/1945,1945,man1021,Moss Side West,Atkinson N.,Lab,2235,0,1,,14225,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0075,1945man1021,Manchester,Manchester,Manchester,01/11/1945,1945,man1021,Moss Side West,Gosling D.,Con,2055,0,1,,14225,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
man_0076,1945man1021,Manchester,Manchester,Manchester,01/11/1945,1945,man1021,Moss Side West,Playford G.,Ind,397,0,1,,14225,,,,"Rallings, C.S., Thrasher, M.A.M. and Ware, L., British Local Election Database, 1889-2003 [computer file]. Colchester, Essex: UK Data Archive [distributor], June 2006. SN: 5319, http://doi.org/10.5255/UKDA-SN-5319-1.",
